name,long_description,logo_link,short_description
R2/RIOS Certified Electronics Recycler,"R2/RIOS is a certification for companies that recycle electronics in an environmentally friendly manner. A Certified Electronics Recycler must implement and be certified to two standards: R2 and RIOS. The Institute of Scrap Recycling Industry’s integrated program is designed to help recyclers improve their operations and meet the emerging needs of the marketplace.Responsible Recycling (R2) is a standard adopted by the industry to recognize quality, responsible recyclers that have strong and comprehensive environmental, health, and safety management systems.The Recycling Industry Operating Standard (RIOS) provides a framework for a management system that includes key operational and continual improvement elements for quality, environmental and health and safety performance. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Institute of Scrap Recycling Industries Inc., Unknown, Industry association, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/r2-rios.png,"Waste management & Recycling, United States"
Rainforest Alliance Certified,"The Rainforest Alliance Certified™ seal ensures that a product comes from a farm or forest operation that meets comprehensive standards that protect the environment and promote the rights and well-being of workers, their families and communities. Products that carry the green frog seal include coffee, tea, chocolate, fruit, ready to drink beverages and juices, flowers, paper and tissue products, furniture and more. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, The Rainforest Alliance, ISEAL, Other, Non-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/rainforest-alliance-certified.png,"Food, Forest products / Paper, Other"
Recognised,"The Recognised® eco-label identifies environmentally preferable commercial cleaning products.Recognised® products have undergone independent third-party scientific assessment against a multiple-criteria Standard.Recognised® covers, but is not limited to, the following products for use in commercial applications: hard surface cleaning products including general purpose cleaners, bathroom cleaners, toilet bowl cleaners, glass cleaners, floor cleaners and oven cleaners; carpet & upholstery cleaners; hand hygiene products; laundry detergents; dishwashing products; automotive cleaners; sanitisers. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Accord Australasia, Unknown, Industry association, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/recognised.png,"Cleaning products, Australia"
RECS International Quality Standard,"The 'RECS Good Practice' label certifies electricity from renewable sources as a product to be supplied and/or as a product to be consumed. Since electricity cannot be tracked in the electricity market the sources and the consumption must be certified. An auditing and verification process, based on tradeable green certificates, guarantees the quality of the product and excludes double selling and counting.Information on carbon emissions based on an LCA and information on sustainability of the electricity source might be included. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, RECS International, Unknown, Industry association, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/recs-international-quality-standard.png,"Energy, Other, Austria"
Recycled Content,"Generic symbol used to show recycled content; also sometimes used to indicate that the product can be recycled. Does not mean that the product has been certified.In the US, the Federal Trade Commission gives the following guidance: A recycled content claim may be made only for materials that have been recovered or otherwise diverted from the solid waste stream, either during the manufacturing process (pre-consumer), or after consumer use (post-consumer). Certification/ registration required, Applicants register for the ecolabel in order to use the label (but certification is not required), US Federal Trade Commission, Unknown, Government, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/recycled-content.png,"Forest products / Paper, Other"
RenewablePLUS,"RenewablePLUS is a label for green electricity based on Guarantees of Origin. It features a guaranteed investment either in completely new facilities and/or in expanding existing facilities and/or in environmental measures related to renewable energy production.RenewablePLUS is climate neutral, which means that all related greenhouse gas emissions are offset by use of emission reduction certificates.RenewablePLUS can also be modified and/or expanded to meet the EKOenergy/Green-e/LEED – standards. RenewablePLUS is certified and audited by an independent auditor: the TÜV Rheinland GmbH. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Bischoff & Ditze Energy, None, For-profit, ÖkoPLUS,European Green, andHKN NEU100",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTogyYHlY9iXVx2MCPCe1e4tpW_jNgTQwAPVA&s,"Energy, Germany"
Rhode Island Certified Organic,"The Plant Industry Section of the Division of Agriculture and Resource Marketing administers the Rhode Island Organic Certification Program, by which qualified crops producers and handlers in the state are certified as growing and handling/processing produce organically. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Rhode Island Department of Environmental Management, Division of Agriculture and Resource Marketing, Unknown, Government, None.",https://cdn.shopify.com/s/files/1/0250/1384/6115/files/ccof-logo-organic-trees_large.jpg?v=1561747296,"Food, United States"
Roundtable on Sustainable Biomaterials,"The Roundtable on Sustainable Biomaterials is an international initiative, which develops and implement the RSB Global Sustainability Standard, a global standard for sustainable production, conversion and use of biomass. The RSB Standard is de to demonstrate sustainable production of all derivatives from biomass, including biofuels, bioenergy, bio-plastics, bio-packaging, food additives, bio-chemicals, etc.More than 100 organizations from 30 countries representing all sectors are registered RSB members and participate in the development and implementation of the RSB Standard and Certification System. Participation in the RSB is open to any organization working in a field relevant to biomass and biomaterials. The RSB is a Full Member of the International Social and Environmental Accreditation and Labelling Alliance (ISEAL) and is compliant with ISEAL code of conduct for setting social and environmental standards.To become a RSB Certified Operator you must pass the application and audit stage to display the RSB Certification Mark. Since March 23, 2011, the RSB certification system is open for business. In July 2011, the RSB received the recognition of the European Union as proof of compliance with the Renewable Energy Directive (2009/28/EC). This means that any RSB certified operator producing liquid biofuels can access the EU Market without further verifications. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Roundtable on Sustainable Biomaterials, ISEAL, Non-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/roundtable-on-sustainable-biomaterials.png,"Commodities, Cosmetics / Personal care, Energy"
RSPO Certified Sustainable Palm Oil,"Roundtable on Sustainable Palm Oil (RSPO) Certification is a seal of approval that the palm oil used in the product is produced sustainably and  volumes are traceable. Producers are certified through strict verification of the production process by accredited ceritifying agencies and may be withdrawn at any time on infringement of the rules and standards. The certified sustainable palm oil (RSPO Oil) is traceable through the supply chain by certification of each facility along the supply chain that processes or uses the certified oil. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Round Table on Sustainable Palm Oil, Unknown, Non-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/rspo-certified-sustainable-palm-oil.png,"Food, Brazil, Canada"
RTRS Certified Soy,"RTRS Certified Soy is an ecolabel that certifies soy, soy derivatives and soy products along the supply chain, including flows of material and associated claims.RTRS is a global platform made up of the main stakeholders of the soy value chain with the common objective of promoting the production of responsible soy through cooperation and open dialogue with the parties involved for making it economically feasible, socially beneficial and environmentally appropriate. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Round Table on Responsible Soy Association, Unknown, Industry association, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/rtrs-certified-soy.png,"Energy, Food, Brazil"
Safe Agri-Food Product,"This ecolabel certifies pollution free agricultural products. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Center for Agri-Food Quality and Safety, Unknown, Government, None.",https://vtlogo.com/wp-content/uploads/2020/08/sustainable-agriculture-food-and-environment-safe-vector-logo.png,"Food, China"
Salmon-Safe,"Salmon-Safe is an Oregon-based nonprofit that certifies urban and agricultural operations based on the protection of water quality and native biodiversity. Founded by a leading U.S. river and native fish conservation organization, Salmon-Safe has certified more than 400 West Coast farms, vineyards, dairies, corporate campuses, and other sites based on riparian habitat protection, elimination of chemical pesticides harmful to fish, restoration of wetlands, reducing run-off into streams, and other conservation practices. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Salmon-Safe Inc., Unknown, Non-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/salmon-safe.png,"Buildings, Food, Other"
SCS Certified Biodegradable,"SCS Biodegradable Certification applies to liquid products such as cleaners, degreasers, detergents, and soaps. The Biodegradable Certification is designed to verify that products degrade safely and efficiently under worst-case circumstances and prevent chemicals from entering the environment at a rate that
could reach harmful concentrations before degradation can occur. To be certified biodegradable, a product must degrade within a 10-day timeframe, meeting standards set by the Organization for Economic Cooperation and Development (OECD) for “Ready Biodegradability.” In addition, the product must to be non-toxic to aquatic life and must not contribute to the growth of oxygen-depleting plant
life. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, SCS Global Services (SCS), ISO, For-profit, SCS FloorScore®,Fair Labor Practices and Community Benefits,SCS Recycled Content,SCS Indoor Advantage,SCS Sustainable Choice, andCertified Pesticide Residue Free",https://www.ecolabelindex.com/files/ecolabel-logos-sized/scs-certified-biodegradable.png,"Cleaning products, United States"
SCS FloorScore,"FloorScore® is a certification for commercial and residential hard-surface flooring products and flooring adhesives. Developed in conjunction with the Resilient Floor Covering Institute, products must comply with indoor air quality and VOC emission requirements set by California Section 01350, and meet rigorous quality management standards in manufacturing. Certification and documentation help products qualify for credits within the LEED rating systems. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, SCS Global Services (SCS), ISO, For-profit, Fair Labor Practices and Community Benefits,SCS Recycled Content,SCS Indoor Advantage,SCS Sustainable Choice,Certified Pesticide Residue Free, andSCS Certified Biodegradable",https://www.ecolabelindex.com/files/ecolabel-logos-sized/scs-floorscore.png,"Building products, Machinery & Equipment, Other"
SCS Indoor Advantage,"SCS Indoor Advantage certifications demonstrate that products meet indoor air quality standards pertaining to emissions that may be harmful to human health and the environment.SCS Indoor Advantage applies to furnishings and qualifies for the BIFMA furniture emissions standard, while SCS Indoor Advantage Gold certification applies to furniture plus a broader range of interior building materials such as paint, carpet, and insulation. Gold-level certification meets California Section 01350 IAQ standards for both residential and commercial application. Both certifications help products qualify for low-emitting material credits within the LEED rating systems. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, SCS Global Services (SCS), ISO, For-profit, SCS FloorScore®,Fair Labor Practices and Community Benefits,SCS Recycled Content,SCS Sustainable Choice,Certified Pesticide Residue Free, andSCS Certified Biodegradable",https://www.ecolabelindex.com/files/ecolabel-logos-sized/scs-indoor-advantage.png,"Appliances, Building products, Furniture"
SCS Recycled Content,"SCS Recycled Content Certification recognizes products made either in whole or part from recycled waste material in place of virgin raw materials. The percentage of post-consumer or pre-consumer recycled content is reported in compliance with Federal Trade Commission guidelines and ISO standards. The certification process includes company auditing and supply chain verification.
Certification and documentation help products qualify for credits within the LEED rating systems. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, SCS Global Services (SCS), ISO, For-profit, SCS FloorScore®,Fair Labor Practices and Community Benefits,SCS Indoor Advantage,SCS Sustainable Choice,Certified Pesticide Residue Free, andSCS Certified Biodegradable",https://www.ecolabelindex.com/files/ecolabel-logos-sized/scs-recycled-content.png,"Building products, Health care services & equipment, Professional, scientific and technical services"
SCS Sustainable Choice,"Sustainable Choice certification ensures that carpet products meet measurable environmental performance and social responsibility criteria for continuous improvement. The certification is based on the internationally recognized standard NSF/ANSI 140 Sustainable Carpet Assessment Standard (2010).
Sustainable Choice is awarded on three certification levels (Silver; Gold; Platinum) through points achieved in five requirement areaspublic health and community impactenergy usage and efficiencymaterial contentresponsible manufacturingreclamation and end-of-life managementCertification and documentation help products qualify for credits within the LEED rating systems. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, SCS Global Services (SCS), ISO, For-profit, SCS FloorScore®,Fair Labor Practices and Community Benefits,SCS Recycled Content,SCS Indoor Advantage,Certified Pesticide Residue Free, andSCS Certified Biodegradable",https://www.ecolabelindex.com/files/ecolabel-logos-sized/scs-sustainable-choice.png,"Building products, Furniture, Textiles"
SeaChoice,"SeaChoice is a program of Sustainable Seafood Canada that produces sustainable seafood advisory lists. The program is designed to raise consumer awareness about the importance of buying seafood from sustainable sources.They publish consumer guides for responsible seafood purchasing. SeaChoice evaluates fisheries based on habitat/ecosystem impacts, stock status, inherent vulnerability, bycatch, and management regimes.Sustainable Seafood Canada is a Canadian coalition of environmental organizations working together to raise awareness and deliver solutions for sustainable fisheries.The organization consists of the Canadian Parks and Wilderness Society, the David Suzuki Foundation, the Ecological Action Centre, Living Oceans Society and British Columbia's chapter of the Sierra Club of Canada.SeaChoice does not certify product.  Items identified/endorsed with a SeaChoice logo are recommendations based on information received by individual suppliers. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Canadian Parks and Wilderness Society - British Columbia Chapter, None, Non-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/seachoice.png,"Fish / Fisheries, Food, Canada"
Seafood Safe,"The Seafood Safe label is given to seafood companies, retailers or restaurants whose seafood contains safe consumption levels of mercury and PCBs. Businesses interested will undergo a confidential pre-assessment, which will include the development of a customized testing regime based upon the intricacies of their particular products.Once the pre-assessment is complete and if the business chooses to continue, they will contract with Seafood Safe to display the appropriate labels on their products, and will continue an ongoing predetermined regular testing regime. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Seafood Safe, Unknown, Non-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/seafood-safe.png,"Food, United States"
SEE What You Are Buying Into,"SEE What You Are Buying Into is a labelling scheme for businesses that are open and honest about their Social, Environmental and Ethical (SEE) policies and practices.To use the SEE Logo, a company completes the SEE Questionnaire, developed in collaboration with leading NGOs. Businesses guarantee the accuracy and veracity of their responses and publish them on the SEE What You Are Buying Into website for scrutiny, monitoring and comment by the public.  Using Web 2.0 technology, the scheme is developing into a social movement.Companies and citizens work together to drive improvement in SEE business responsibility. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, SEE What You Are Buying Into Ltd, Unknown, Other, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/see-what-you-are-buying-into.png,"Appliances, Building products, Buildings"
SFC Member Seal,"The Sustainable Furnishings Council (SFC) Member Seal is a label representing those companies which have made a public and verifiable commitment to sustainability and to improvement. These companies are involved in the home furnishings industry. The Exemplary status is voluntary - all members make a public & verifiable commitment to sustainability, to transparency, and to continuous improvement. Certification/ registration required, Applicants register for the ecolabel in order to use the label (but certification is not required), Sustainable Furnishings Council, Unknown, Non-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/sustainable-furnishing.png,"Furniture, Albania, Australia"
Shipping Efficiency - A to G GHG Emission Rating,"The A-G GHG Emissions Rating provides a systematic and transparent means of comparing the relative theoretical efficiency and sustainability of the existing fleet of approximately 70,000 existing ships (including the majority of the world's container ships, tankers, bulk carriers, cargo ships, cruise ships and ferries) by measuring a ship’s theoretical CO2 emissions per nautical mile travelled.A vessel’s GHG Emissions Rating is presented using the standard European A - G energy efficiency scale and relative performance is rated from A through to G, the most efficient being A, the least efficient being G.ShippingEfficiency.org is an initiative launched by the Carbon War Room and RightShip. Certification/ registration required, Applicants register for the ecolabel in order to use the label (but certification is not required), Carbon War Room, None, Non-profit, None.",https://dummyimage.com/600x400/ff0000/fff.jpg&text=label_1,"Carbon, Transportation"
Singapore Green Label Scheme (SGLS),"The Singapore Green Labeling Scheme (SGLS) aims to help the public identify environment-friendly products that meet certain eco-standards specified by the scheme and seeks to encourage the level of eco-consumerism in Singapore as well as to identify the growing demand for greener products in the market. The scheme hopes to encourage manufacturers to design and manufacture with the environment in mind.It was launched in May 1992 by the Ministry of the Environment. It was handed over to the Singapore Environment Council (SEC) on 5 June 1999 and is currently under the authority of the SEC. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Singapore Environment Council, GEN, Non-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/singapore-green-label-scheme-sgls.png,"Appliances, Building products, Buildings"
SIP Certified,"The Sustainability in Practice (SIP) Certification program offers consumers a way to ensure that the wines they enjoy are coming from vineyards and companies fully committed to protecting natural and human resources. Developed in 2008 by the Vineyard Team and based on over 20 years of work in sustainable farming, the SIP Certification program encompass the many interrelated elements of the whole farm system: the worker, soil fertility, cover crops, wildlife, native plants, irrigation, and more. Audits of vineyards are performed by independent investigators and are presented anonymously to the certification committee. Nearly 41,100 acres are eligible for SIP Certification and nearly 2,600,000 cases of wine bear the SIP seal. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Vineyard Team, Unknown, Non-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/sip-certified.png,"Food, Finland, Norway"
SIRIM Certified,"Under SIRIM QAS International Eco-Labelling Scheme, a product will be independently tested and verified against preset criteria before the organisation is allowed to use SIRIM QAS International’s Eco-Labelling mark on its product, packaging and promotional materials.SIRIM QAS International’s Eco-Labelling mark is a marketing tool which will enable a company to position its product as an environmentally-friendly product.  This, in turn, will give the product a competitive edge over other similar products in a consumer market that is increasingly becoming more environmentally conscious.SIRIM QAS International Eco-Labelling Scheme's goal is to educate and create awareness among consumers, businesses and manufacturers on environmentally-friendly products and services. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Qas International, Unknown, Non-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/sirim-certified.png,"Building products, Buildings, Cleaning products"
Skal Eko Symbol,"A process and product certification for agricultural products originating from organic production methods. The regulations for organic production consists of European and Dutch legislation and regulations by Skal. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, SKAL, Unknown, Non-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/skal-eko-symbol.png,"Food, Textiles, Netherlands"
SMaRT Consensus Sustainable Product Standards,"Sustainable Materials Rating Technology or SMaRT, is the consensus sustainable products standard and label for building products, fabric, apparel, textile & flooring, covering over 80% of the world’s products with environmental, social, & economic criteria.It is the result of 17 years of standardization with six national votes of consensus approvals involving thousands of professionals.SMaRT is the Leadership Sustainable Product Standard recognized by LEED Green Building Standard and the Leadership Standards Campaign of leading environmental groups, purchasers, governments, and companies.SMaRT requires 28 points for the entry level of certification and 156 maximum achievable for Platinum, with 15 points from prerequisites.  SMaRT covers all product stages, is ISO compliant LCA, and incorporates over 40 single attribute standards.It has been adopted by of 20 leading entities including the US Green Building Council and 11 Fortune 500 companies with over $100B in annual sales. SMaRT incorporates and builds on other well known sustainable standards and practices. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Market Transformation to Sustainability, Other, Non-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/smart-consensus-sustainable-product-standards.png,"Appliances, Building products, Buildings"
Smart WaterMark,"Smart Approved WaterMark is Australia's water saving labelling program for products and services which are helping to reduce water use.The Smart WaterMark label is licensed to be used on products which have been approved as water saving by an independent Technical Expert Panel. Criteria include:Water Saving: That the primary purpose of the product or service is directly related to reducing actual water use and/or using water more efficiently, where there is a direct correlation between the use of the product and water savings.Fit for Purpose: That the appropriate use of the product or service is consistent with supplied instructions and other documentation.Meets Regulations and Standards: That the product or service is of high quality and meets industry standards, and customer and community expectations, in relation to water use.Environmentally Sustainable: That the product or service, while satisfying the above three criteria, is environmentally sustainable, and despite claimed water savings will not adversely affect the environment in other areas.Water saving claims need to be independently verified (i.e. independent testing, case studies, comparative reports etc.). Unsubstantiated marketing claims are not regarded as evidence of water saving.A live list of approved products and services is available online and via iApp iSaveH2O to assist consumers in purchasing decisions. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Water Services Association of Australia, Unknown, Non-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/Smart-Water-Mark.png,"Appliances, Building products, Cleaning products"
Soil Association Organic Standard,"Organic certification for farmers, growers, food processors and packers, retailers, caterers, textile producers, health and beauty manufacturers and importers, in the UK and internationally. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Soil AssociationCertificationLtd, IFOAM, Non-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/soil-association-organic-standard.png,"Cosmetics / Personal care, Fish / Fisheries, Other"
Sourcemap,"Sourcemap.com supports sustainable decision-making through our platform for supply chain transparency, where  producers share detailed information about their processes with their buyers and their buyers’ buyers, all the way to the end consumer. A Sourcemap ecolabel points to information on a product's components and their origins, as well as optional environmental and social footprints. The information is provided and self-certified by suppliers, manufacturers, and the general public; sourcemaps can also bear third-party certifications. A suite of supply chain management and traceability solutions is also available to paying users. Scanning a Sourcemap ecolabel on a product directs consumers to an interactive map of the product’s supply chain, often providing information on environmental footprint and social impact. Certification/ registration required, Applicants register for the ecolabel in order to use the label (but certification is not required), Sourcemap, None, For-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/sourcemap.png,"Appliances, Building products, Buildings"
Spiel Gut,"The label indicates that a toy has been tested in accordance with the following criteria: play value, material, workmanship, durability, safety, child-adequate size, quantity and design, quality of user instructions, suitability for different age groups etc. Environmental aspects are also considered such as detailed controls on pollutants such as cadmium, PVC and softeners. Certification/ registration required, Applicants register for the ecolabel in order to use the label (but certification is not required), Arbeitsausschuß Kinderspiel und Spielzeug e.V., Unknown, Non-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/spiel-gut.png,"Other, Germany"
STARS,"The Sustainability Tracking, Assessment & Rating System (STARS®) is a  self-reporting framework for colleges and universities to gauge relative progress toward sustainability.Each STARS rating is an indication of sustainability leadership; Campuses can use a STARS logo with their rating level on their website and print materials. The STARS rating means that an institution has gone through a comprehensive process of collecting and publicly reporting information related to their sustainability performance. AASHE's aim is to have STARS be recognized as the consistent tool of measuring sustainability in higher education.Institutions earn points in three main categories: Education & Research; Operations; and Planning, Administration & Engagement. Each of these categories includes subcategories such as Purchasing, Curriculum, Energy, and Human Resources. There is also an Innovation category to recognize pioneering practices that aren’t covered by other STARS credits. Certification/ registration required, Applicants register for the ecolabel in order to use the label (but certification is not required), AASHE, Unknown, Non-profit, None.",https://www.creativefabrica.com/wp-content/uploads/2020/02/10/Stars-Logo-Graphics-1-2.jpg,"Other, Canada, United States"
State of Utah Organic Certification Program,"This program is intended to serve producers, processors and consumers of agricultural products. The goal is to manage a process that will maintain the integrity of food products produced without the use of restricted chemical imputs. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Utah Department of Agriculture and Food, Unknown, Government, None.",https://ag.utah.gov/wp-content/uploads/2020/09/cropped-UDAF-logo.png,"Food, United States"
Stemilt Responsible Choice,"The Stemilt label indicates that fruit has been produced under the Responsible Choice Program - program certifies fruit orchards and the packing / handling of that fruit for integrated pest management (IPM) .Stemilt uses the Responsible Choice label to represent all that is done in the land to conserve water, reduce inputs and promote good fruit production in a safe manner. Stemilt also uses the label to promote its recycling program that feeds over a thousand of acres through a compost farm program. Stemilt also maintains a social responsibility program under this label that focusses on treating people fairly and includes a health benift program and paid holidays as well as provided a safe and clean working environment. Community involvement is also included in which Stemilt provides support to many local charities and local events as well as being a strong economic backbone to the community. Certification/ registration required, Unknown, Stemilt Growers, Inc., Unknown, Industry association, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/stemilt-responsible-choice.png,Food
SundaHus Miljödata,"SundaHus Environmental Data is an environmental assessment of products used in construction and buildings. The core of the system is a database of substances, materials and products.The product assessment is based on the provider's documentation of the product together with the rules of the Swedish Chemical Inspectorate's PRIO criteria and EU REACH Directives.The assessment is based a combination of the following: 
Constituent materials and substances as well as the raw materials
Building product health and environmental hazard under:
Manufacturing stage
Construction phase
Use phase
Waste phase
Demolition and waste materials
DocumentationProducts are assessed and awarded one of the letters A, B, C or D where A is the best. Certification/ registration required, Applicants register for the ecolabel in order to use the label (but certification is not required), SundaHus i Linköping AB, None, For-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/sundahus-miljodata.png,"Building products, Sweden"
Sustainable Agricultural Network,"The SAN awards the Rainforest Alliance Certified eco-label to farms (not companies or products). Farmers may apply for certification for all land in production and companies may request that all of their source farms be certified.Certifies farms for coffee, bananas, cocoa, orange, pineapple, flower and fern farms according to environmental and social standards.Some smaller crops, often grown in association with these commodities, are also certified, including macadamia nuts, passion fruit and plantains. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Sustainable Agricultural Network SAN and Rainforest Alliance, ISEAL, Non-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/sustainable-agricultural-network.png,"Food, Argentina, Belgium"
Sustainable Forestry Initiative (SFI),"The SFI program has on-product labels to help customers and consumers identify exactly what they are buying: three SFI chain of custody labels and one SFI certified sourcing label.SFI chain of custody labels allow the use of fiber from certified forests, certified sourcing, and post-consumer recycled material. All of these terms are defined in the SFI Definitions (Section 13 of the SFI 2010-2014 Standard Requirements). Certified forest content can include fiber certified under the SFI 2010-2014 Standard (objectives for land management), Canadian Standards Association (CAN/CSA-Z809) and/or the American Tree Farm System (ATFS) individual and group certification.The SFI certified sourcing label and claim do not make claims about certified forest content. Certified sourcing can include fiber sourced from a company that conforms with objectives 8-20 of Section 2 - SFI 2010-2014 Standard's fiber sourcing requirements, from pre or post consumer recycled content, or from a certified forest, and fiber sourced from non-controversial sources. Certified sourcing is a defined term in the SFI Definitions (Section 13 of the SFI 2010-2014 Standard Requirements).A note on label usage: Organizations that want to use SFI program labels must contact the SFI Office of Label Use and Licensing, which must approve the use of all SFI labels and claims. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Sustainable Forestry Initiative, Inc., ISO, Non-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/sustainable-forestry-initiative-sfi.png,"Building products, Forest products / Paper, Packaging"
Sustainable Green Printing Partnership,"The mission of the Sustainable Green Printing Partnership is to encourage and promote participation in the worldwide movement to reduce environmental impact and increase social responsibility of the printing industry through certification and continuous improvement of sustainability and best practices within manufacturing operations.The SGP Partnership recognizes the following sustainable business practices to ensure continued viability and growth:Employ materials that are derived from renewable resources or have a low environmental impact wherever and whenever possible, thus maximizing recycling and recovery efforts with efficient utilization of renewable energy.Encourage the adoption of changes within the supply chain by strongly recommending the use of raw materials that do not threaten or harm future generations.Educate the customer and ultimate consumer regarding the benefits of a restorative economy. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Sustainable Green Printing Partnership, None, Non-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/sustainable-green-printing-partnership.png,"Other, Australia, Canada"
Sustainable Tourism Education Program (STEP),"The Sustainable Tourism Education Program, or STEP, is a sustainability management program designed by the tourism industry. STEP is based on a framework that measures all aspects of sustainability for tourism businesses and serves as a practical tool for assessment, benchmarking and education. Participating businesses learn how to manage their triple bottom line more effectively by discovering how to effectively make an investment in sustainability.STEP begins with an entry-level self-assessment tool, and also offers businesses the opportunity to receive a globally recognized eco-certification. STEP requires independent, third-party verification of business practices. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Sustainable Travel International, Unknown, Non-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/sustainable-travel-eco-certification-program.png,"Tourism, Ireland, Malawi"
Sustainable Winegrowing New Zealand,"Sustainable Winegrowing New Zealand provides the framework for companies to continually work towards improving all aspects of their performance in terms of environmental, social and economic sustainability in both the vineyard and the winery. Certification/ registration required, Unknown, Wineries New Zealand, Unknown, Industry association, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/sustainable-winegrowing-new-zealand.png,"Food, New Zealand"
SustentaX,"SustentaX is a Brazilian ecolabel that assists consumers to identify sustainable products, materials, equipments and services. Products with the SustentaX Seal are evaluated for their quality and human safety. Manufacturers must prove their social, environmental and marketing responsibilities. The independent verification process for the SustentaX Seal is based on ISO 14024. Certification/ registration required, Applicants are certified against the ecolabels’s criteria before using the label, Sustentax, None, For-profit, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/sustentax.png,"Building products, Cleaning products, Cosmetics / Personal care"
Swiss Q-label,"Swiss Q-label certification scheme is a member managed, independent and self-governing legal association, who owns and manage the development, administration and maintenance of the Swiss PEFC scheme. Certification/ registration required, Unknown, PEFCSwitzerland and HWK- Zertifizierungsstelle, Unknown, Industry association, None.",https://www.ecolabelindex.com/files/ecolabel-logos-sized/swiss-q-label.png,Forest products / Paper
